BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
C0:4A:00:77:F3:14,2016-02-27 07:52:47,2016-02-27 07:52:47,6,54,WPA2 WPA,CCMP,PSK,-70,1,0,0.  0.  0.  0,8,equinoks,
00:71:C2:61:EE:28,2016-02-27 07:52:48,2016-02-27 07:52:48,1,54,WPA2 WPA,CCMP TKIP,PSK,-66,1,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
06:A1:51:23:5B:B4,2016-02-27 07:52:48,2016-02-27 07:52:48,1,54,WPA2,CCMP,PSK,-66,1,0,0.  0.  0.  0,13,Trilogy-Guest,
8C:04:FF:ED:A9:4F,2016-02-27 07:52:48,2016-02-27 07:52:48,1,54,WPA2 WPA,CCMP TKIP,PSK,-50,1,0,0.  0.  0.  0,9,HOME-A94F,
9C:34:26:25:AC:C6,2016-02-27 07:52:48,2016-02-27 07:52:48,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,1,0,0.  0.  0.  0,8,Buddy206,
FC:15:B4:A8:CA:35,2016-02-27 07:52:54,2016-02-27 07:52:58,6,54,WPA2,CCMP,PSK,-78,3,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
00:71:C2:6F:D6:20,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2 WPA,CCMP TKIP,PSK,-79,6,0,0.  0.  0.  0,13,HOME-308A-2.4,
54:BE:F7:DC:37:79,2016-02-27 07:52:57,2016-02-27 07:52:58,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,3,0,0.  0.  0.  0,0,,
02:15:99:A9:A5:B8,2016-02-27 07:52:59,2016-02-27 07:53:03,7,54,WPA2,CCMP,PSK,-73,2,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
90:C7:92:32:E7:60,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2,CCMP TKIP,PSK,-72,3,20,0.  0.  0.  0,9,HOME-E762,
00:71:C2:AA:E5:72,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,OPN,,,-72,5,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:32:E7:60,2016-02-27 07:52:54,2016-02-27 07:52:59,6,54,OPN,,,-72,5,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:6F:D6:22,2016-02-27 07:52:54,2016-02-27 07:52:58,6,54,OPN,,,-72,2,0,0.  0.  0.  0,11,xfinitywifi,
22:AA:4B:94:44:AA,2016-02-27 07:52:59,2016-02-27 07:53:02,7,54,OPN,,,-73,2,0,0.  0.  0.  0,12,Eltana-guest,
00:71:C2:AA:E5:71,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2 WPA,CCMP TKIP,PSK,-70,6,0,0.  0.  0.  0,0,,
EC:1A:59:3B:91:69,2016-02-27 07:52:58,2016-02-27 07:52:58,11,54,WPA2,CCMP TKIP,PSK,-71,2,0,0.  0.  0.  0,17,belkin.166.guests,
84:C9:B2:54:C6:F5,2016-02-27 07:52:54,2016-02-27 07:52:57,5,54,WPA,CCMP TKIP,PSK,-70,2,0,0.  0.  0.  0,15,Wee Ones Parade,
28:92:4A:C5:8D:3C,2016-02-27 07:52:54,2016-02-27 07:52:58,11,54,WPA2,CCMP,PSK,-70,2,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
46:32:C8:D0:73:11,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,WPA2,CCMP,PSK,-70,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
96:C7:92:1E:D3:30,2016-02-27 07:52:57,2016-02-27 07:53:02,11,54,OPN,,,-72,4,0,0.  0.  0.  0,11,xfinitywifi,
94:57:A5:C6:0A:4C,2016-02-27 07:52:54,2016-02-27 07:52:54,11,54,WPA2,CCMP,PSK,-68,0,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
00:71:C2:AA:E5:70,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2 WPA,CCMP TKIP,PSK,-69,5,0,0.  0.  0.  0,7,hoey2.4,
00:71:C2:61:EE:28,2016-02-27 07:52:55,2016-02-27 07:52:55,1,54,WPA2 WPA,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
DC:85:DE:C1:12:15,2016-02-27 07:52:57,2016-02-27 07:52:57,10,54,OPN,,,-68,1,0,0.  0.  0.  0,8,WMc11215,
90:C7:92:1E:D3:30,2016-02-27 07:52:54,2016-02-27 07:52:54,11,54,WPA2,CCMP,PSK,-66,1,0,0.  0.  0.  0,12,NormanTheCat,
E2:3E:FC:9F:45:10,2016-02-27 07:52:55,2016-02-27 07:52:59,1,54,WPA2,CCMP,PSK,-66,2,0,0.  0.  0.  0,0,,
40:4A:03:DE:C0:D3,2016-02-27 07:52:56,2016-02-27 07:53:03,3,54,WPA2 WPA,CCMP TKIP,PSK,-64,4,0,0.  0.  0.  0,8,KitKatKo,
92:C7:92:1E:D3:30,2016-02-27 07:52:58,2016-02-27 07:53:02,11,54,WPA2,CCMP,PSK,-70,3,0,0.  0.  0.  0,0,,
C0:4A:00:77:F3:14,2016-02-27 07:52:54,2016-02-27 07:52:58,6,54,WPA2 WPA,CCMP,PSK,-65,2,0,0.  0.  0.  0,8,equinoks,
E8:3E:FC:9F:45:10,2016-02-27 07:52:55,2016-02-27 07:53:03,1,54,WPA2,CCMP TKIP,PSK,-64,5,0,0.  0.  0.  0,6,Fovich,
06:A1:51:23:5B:B4,2016-02-27 07:52:55,2016-02-27 07:52:59,1,54,WPA2,CCMP,PSK,-64,2,0,0.  0.  0.  0,13,Trilogy-Guest,
62:E3:27:69:E5:60,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2,CCMP,PSK,-60,7,0,0.  0.  0.  0,14,imronburgandy?,
5A:23:8C:E4:7D:04,2016-02-27 07:52:58,2016-02-27 07:52:58,11,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
CE:35:40:48:10:F2,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,WPA2,CCMP,PSK,-52,5,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
6C:B0:CE:B9:17:95,2016-02-27 07:52:58,2016-02-27 07:52:58,11,54,WPA2,CCMP,PSK,-61,0,0,0.  0.  0.  0,9,NETGEAR09,
20:4E:7F:A0:B3:82,2016-02-27 07:52:55,2016-02-27 07:52:55,7,54,WEP,WEP,,-60,1,0,0.  0.  0.  0,13,WHAT UP WAZZU,
90:EF:68:05:51:D9,2016-02-27 07:52:59,2016-02-27 07:53:03,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,2,0,0.  0.  0.  0,11,FeedTheMoon,
44:32:C8:D0:73:10,2016-02-27 07:52:55,2016-02-27 07:52:55,11,54,WPA2 WPA,CCMP TKIP,PSK,-56,1,0,0.  0.  0.  0,9,HOME-7310,
A2:E4:CB:56:21:6C,2016-02-27 07:52:57,2016-02-27 07:52:59,9,54,WPA2,CCMP TKIP,PSK,-56,2,1,0.  0.  0.  0,13,TiggleBitties,
FA:8F:CA:61:6E:4B,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,OPN,,,-53,3,0,0.  0.  0.  0,0,,
6C:B0:CE:76:24:9C,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,9,NETGEAR30,
12:86:8C:44:07:8E,2016-02-27 07:52:54,2016-02-27 07:52:58,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,2,0,0.  0.  0.  0,0,,
CC:35:40:48:10:F1,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,6,0,0.  0.  0.  0,10,VZ-Seattle,
CE:35:40:48:10:F3,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,OPN,,,-46,4,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:40,2016-02-27 07:52:55,2016-02-27 07:52:55,1,54,WPA2,CCMP,PSK,-46,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
22:86:8C:44:07:8E,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,OPN,,,-45,6,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,5,0,0.  0.  0.  0,15,CenturyLink5546,
10:86:8C:44:07:8E,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,3,6,0.  0.  0.  0,5,Roxie,
8E:04:FF:ED:A9:41,2016-02-27 07:52:55,2016-02-27 07:53:03,1,54,OPN,,,-45,3,1,10.230. 69.128,11,xfinitywifi,
C0:3F:0E:25:1C:3A,2016-02-27 07:52:55,2016-02-27 07:53:03,1,54,WPA2 WPA,CCMP TKIP,PSK,-42,8,0,0.  0.  0.  0,8,TheLofts,
14:CC:20:C7:CE:FE,2016-02-27 07:52:54,2016-02-27 07:53:02,5,54,WPA2 WPA,CCMP,PSK,-42,6,2,0.  0.  0.  0,9,Devil Dog,
40:8B:07:23:86:B5,2016-02-27 07:52:54,2016-02-27 07:53:02,6,54,WPA2,CCMP TKIP,PSK,-32,6,0,0.  0.  0.  0,4,SPQR,
D0:BF:9C:51:8E:3E,2016-02-27 07:52:56,2016-02-27 07:53:00,8,54,WPA2,CCMP,PSK,-31,3,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
C0:3F:0E:09:75:A4,2016-02-27 07:52:54,2016-02-27 07:53:02,11,54,WPA2 WPA,CCMP TKIP,PSK,-27,5,0,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:0A,2016-02-27 07:52:55,2016-02-27 07:53:00,8,54,OPN,,,-12,7,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 07:52:54,2016-02-27 07:53:02,8,54,WPA2,CCMP,PSK,-14,7,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 07:52:56,2016-02-27 07:53:02,8,54,WPA2 WPA,CCMP TKIP,PSK,-13,5,0,0.  0.  0.  0,0,,
AA:66:7F:C5:EC:B0,2016-02-27 07:52:57,2016-02-27 07:53:03,1,54,WPA2,CCMP,PSK,-60,1,25,0.  0.  0.  0,11,Adam.Tucker,
F8:ED:A5:62:46:40,2016-02-27 07:53:02,2016-02-27 07:53:02,11,54,WPA2,CCMP TKIP,PSK,-62,1,0,0.  0.  0.  0,9,HOME-4642,
EC:1A:59:3B:91:66,2016-02-27 07:53:02,2016-02-27 07:53:02,11,-1,WPA,,,-70,0,3,0.  0.  0.  0,0,,
92:C7:92:32:E7:60,2016-02-27 07:53:02,2016-02-27 07:53:02,6,54,WPA2,CCMP,PSK,-72,2,0,0.  0.  0.  0,0,,
94:44:52:F7:42:E7,2016-02-27 07:53:02,2016-02-27 07:53:02,6,54,WPA2 WPA,CCMP,PSK,-68,0,0,0.  0.  0.  0,3,KCD,
00:71:C2:61:EE:2A,2016-02-27 07:53:03,2016-02-27 07:53:03,1,54,OPN,,,-68,1,0,0.  0.  0.  0,11,xfinitywifi,
8C:04:FF:ED:A9:4F,2016-02-27 07:53:03,2016-02-27 07:53:03,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,9,HOME-A94F,
FC:15:B4:A8:CA:35,2016-02-27 07:53:13,2016-02-27 07:53:13,6,54,WPA2,CCMP,PSK,-77,2,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
84:C9:B2:54:C6:F5,2016-02-27 07:53:09,2016-02-27 07:53:17,5,54,WPA,CCMP TKIP,PSK,-75,2,0,0.  0.  0.  0,15,Wee Ones Parade,
90:C7:92:32:E7:60,2016-02-27 07:53:09,2016-02-27 07:53:17,6,54,WPA2,CCMP TKIP,PSK,-72,1,2,0.  0.  0.  0,9,HOME-E762,
22:AA:4B:94:44:AA,2016-02-27 07:53:10,2016-02-27 07:53:10,7,54,OPN,,,-76,2,0,0.  0.  0.  0,12,Eltana-guest,
9C:D3:6D:99:14:0B,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2,CCMP,PSK,-74,2,1,0.  0.  0.  0,17,"""April Lane's 2.4 """,
96:C7:92:32:E7:60,2016-02-27 07:53:13,2016-02-27 07:53:17,6,54,OPN,,,-74,2,0,0.  0.  0.  0,11,xfinitywifi,
46:32:C8:D0:73:11,2016-02-27 07:53:09,2016-02-27 07:53:09,11,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
28:92:4A:C5:8D:3C,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2,CCMP,PSK,-71,3,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
00:71:C2:AA:E5:71,2016-02-27 07:53:09,2016-02-27 07:53:17,6,54,WPA2 WPA,CCMP TKIP,PSK,-71,3,0,0.  0.  0.  0,0,,
92:C7:92:32:E7:60,2016-02-27 07:53:09,2016-02-27 07:53:17,6,54,WPA2,CCMP,PSK,-74,2,0,0.  0.  0.  0,0,,
EC:1A:59:3B:91:69,2016-02-27 07:53:13,2016-02-27 07:53:17,11,54,WPA2,CCMP TKIP,PSK,-71,2,0,0.  0.  0.  0,17,belkin.166.guests,
00:71:C2:AA:E5:72,2016-02-27 07:53:13,2016-02-27 07:53:17,6,54,OPN,,,-72,2,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:6F:D6:22,2016-02-27 07:53:13,2016-02-27 07:53:13,6,54,OPN,,,-72,1,0,0.  0.  0.  0,11,xfinitywifi,
94:57:A5:C6:0A:4C,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2,CCMP,PSK,-70,3,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
58:23:8C:E4:7D:03,2016-02-27 07:53:09,2016-02-27 07:53:09,11,-1,WPA,,,-70,0,1,0.  0.  0.  0,0,,
C0:4A:00:77:F3:14,2016-02-27 07:53:09,2016-02-27 07:53:17,6,54,WPA2 WPA,CCMP,PSK,-70,2,0,0.  0.  0.  0,8,equinoks,
90:C7:92:1E:D3:30,2016-02-27 07:53:09,2016-02-27 07:53:09,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,12,NormanTheCat,
96:C7:92:1E:D3:30,2016-02-27 07:53:09,2016-02-27 07:53:09,11,54,OPN,,,-68,1,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:28,2016-02-27 07:53:10,2016-02-27 07:53:14,1,54,WPA2 WPA,CCMP TKIP,PSK,-68,2,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
02:15:99:A9:A5:B8,2016-02-27 07:53:10,2016-02-27 07:53:18,7,54,WPA2,CCMP,PSK,-68,5,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
04:A1:51:23:5B:B3,2016-02-27 07:53:13,2016-02-27 07:53:13,6,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,19,TrilogyChiropractic,
00:71:C2:61:EE:2A,2016-02-27 07:53:10,2016-02-27 07:53:14,1,54,OPN,,,-67,3,0,0.  0.  0.  0,11,xfinitywifi,
DC:85:DE:C1:12:15,2016-02-27 07:53:09,2016-02-27 07:53:16,10,54,OPN,,,-66,3,0,0.  0.  0.  0,8,WMc11215,
AA:66:7F:C5:EC:B0,2016-02-27 07:53:10,2016-02-27 07:53:18,1,54,WPA2,CCMP,PSK,-66,5,64,0.  0.  0.  0,11,Adam.Tucker,
E8:3E:FC:9F:45:10,2016-02-27 07:53:10,2016-02-27 07:53:18,1,54,WPA2,CCMP TKIP,PSK,-62,6,0,0.  0.  0.  0,6,Fovich,
40:4A:03:DE:C0:D3,2016-02-27 07:53:11,2016-02-27 07:53:15,3,54,WPA2 WPA,CCMP TKIP,PSK,-63,3,0,0.  0.  0.  0,8,KitKatKo,
FA:8F:CA:69:3B:B1,2016-02-27 07:53:09,2016-02-27 07:53:09,11,54,OPN,,,-62,1,0,0.  0.  0.  0,0,,
E2:3E:FC:9F:45:10,2016-02-27 07:53:10,2016-02-27 07:53:18,1,54,WPA2,CCMP,PSK,-64,3,0,0.  0.  0.  0,0,,
A2:E4:CB:56:21:6C,2016-02-27 07:53:12,2016-02-27 07:53:16,9,54,WPA2,CCMP TKIP,PSK,-60,2,0,0.  0.  0.  0,13,TiggleBitties,
62:E3:27:69:E5:60,2016-02-27 07:53:09,2016-02-27 07:53:17,6,54,WPA2,CCMP,PSK,-61,4,0,0.  0.  0.  0,14,imronburgandy?,
9E:34:26:25:AC:C6,2016-02-27 07:53:10,2016-02-27 07:53:14,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,2,0,0.  0.  0.  0,0,,
9C:34:26:25:AC:C6,2016-02-27 07:53:10,2016-02-27 07:53:14,1,54,WPA2 WPA,CCMP TKIP,PSK,-60,2,0,0.  0.  0.  0,8,Buddy206,
90:EF:68:05:51:D9,2016-02-27 07:53:10,2016-02-27 07:53:18,1,54,WPA2 WPA,CCMP TKIP,PSK,-60,3,6,0.  0.  0.  0,11,FeedTheMoon,
20:4E:7F:A0:B3:82,2016-02-27 07:53:14,2016-02-27 07:53:18,7,54,WEP,WEP,,-59,2,0,0.  0.  0.  0,13,WHAT UP WAZZU,
6C:B0:CE:76:24:9C,2016-02-27 07:53:13,2016-02-27 07:53:17,6,54,WPA2,CCMP,PSK,-51,3,0,0.  0.  0.  0,9,NETGEAR30,
FA:8F:CA:61:6E:4B,2016-02-27 07:53:13,2016-02-27 07:53:17,11,54,OPN,,,-52,3,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 07:53:13,2016-02-27 07:53:17,11,54,OPN,,,-48,2,0,0.  0.  0.  0,11,xfinitywifi,
12:86:8C:44:07:8E,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2 WPA,CCMP TKIP,PSK,-47,4,0,0.  0.  0.  0,0,,
8C:04:FF:ED:A9:4F,2016-02-27 07:53:12,2016-02-27 07:53:18,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,3,0,0.  0.  0.  0,9,HOME-A94F,
CE:35:40:48:10:F2,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2,CCMP,PSK,-46,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
CE:35:40:48:10:F3,2016-02-27 07:53:09,2016-02-27 07:53:09,11,54,OPN,,,-46,1,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,7,0,0.  0.  0.  0,15,CenturyLink5546,
CC:35:40:48:10:F1,2016-02-27 07:53:09,2016-02-27 07:53:17,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,4,0,0.  0.  0.  0,10,VZ-Seattle,
8E:04:FF:ED:A9:41,2016-02-27 07:53:10,2016-02-27 07:53:18,1,54,OPN,,,-46,5,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:40,2016-02-27 07:53:14,2016-02-27 07:53:18,1,54,WPA2,CCMP,PSK,-46,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
10:86:8C:44:07:8E,2016-02-27 07:53:09,2016-02-27 07:53:16,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,39,0.  0.  0.  0,5,Roxie,
C0:3F:0E:25:1C:3A,2016-02-27 07:53:10,2016-02-27 07:53:18,1,54,WPA2 WPA,CCMP TKIP,PSK,-44,7,0,0.  0.  0.  0,8,TheLofts,
14:CC:20:C7:CE:FE,2016-02-27 07:53:09,2016-02-27 07:53:17,5,54,WPA2 WPA,CCMP,PSK,-42,5,0,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 07:53:11,2016-02-27 07:53:15,8,54,WPA2,CCMP,PSK,-30,5,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 07:53:09,2016-02-27 07:53:17,6,54,WPA2,CCMP TKIP,PSK,-31,4,0,0.  0.  0.  0,4,SPQR,
74:85:2A:97:5B:0A,2016-02-27 07:53:09,2016-02-27 07:53:17,8,54,OPN,,,-13,12,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 07:53:09,2016-02-27 07:53:18,8,54,WPA2,CCMP,PSK,-16,10,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 07:53:10,2016-02-27 07:53:15,8,54,WPA2 WPA,CCMP TKIP,PSK,-16,9,0,0.  0.  0.  0,0,,
92:C7:92:1E:D3:30,2016-02-27 07:53:16,2016-02-27 07:53:16,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,0,,
C0:3F:0E:09:75:A4,2016-02-27 07:53:17,2016-02-27 07:53:17,11,54,WPA2 WPA,CCMP TKIP,PSK,-22,2,0,0.  0.  0.  0,4,64oz,
F2:ED:A5:62:46:40,2016-02-27 07:53:17,2016-02-27 07:53:17,11,54,WPA2,CCMP,PSK,-64,1,0,0.  0.  0.  0,0,,
F6:ED:A5:62:46:40,2016-02-27 07:53:17,2016-02-27 07:53:17,11,54,OPN,,,-60,1,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:6F:D6:20,2016-02-27 07:53:17,2016-02-27 07:53:17,6,54,WPA2 WPA,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,13,HOME-308A-2.4,
54:BE:F7:DC:37:79,2016-02-27 07:53:17,2016-02-27 07:53:17,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,1,0,0.  0.  0.  0,0,,
54:BE:F7:DC:37:78,2016-02-27 07:53:17,2016-02-27 07:53:17,6,54,WPA2 WPA,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,13,HOME-F4A1-2.4,
54:BE:F7:DC:37:78,2016-02-27 07:53:24,2016-02-27 07:53:28,6,54,WPA2 WPA,CCMP TKIP,PSK,-77,2,0,0.  0.  0.  0,13,HOME-F4A1-2.4,
00:71:C2:6F:D6:20,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,WPA2 WPA,CCMP TKIP,PSK,-77,4,0,0.  0.  0.  0,13,HOME-308A-2.4,
FC:15:B4:A8:CA:35,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,WPA2,CCMP,PSK,-76,3,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
20:AA:4B:94:44:A9,2016-02-27 07:53:25,2016-02-27 07:53:25,7,54,WPA2,CCMP,PSK,-76,1,0,0.  0.  0.  0,6,Eltana,
22:AA:4B:94:44:AA,2016-02-27 07:53:25,2016-02-27 07:53:28,7,54,OPN,,,-76,2,0,0.  0.  0.  0,12,Eltana-guest,
96:C7:92:1E:D3:30,2016-02-27 07:53:27,2016-02-27 07:53:32,11,54,OPN,,,-73,4,0,0.  0.  0.  0,11,xfinitywifi,
90:C7:92:32:E7:60,2016-02-27 07:53:24,2016-02-27 07:53:32,6,-1,WPA,,,-72,0,28,0.  0.  0.  0,0,,
00:71:C2:AA:E5:71,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,WPA2 WPA,CCMP TKIP,PSK,-72,3,0,0.  0.  0.  0,0,,
96:C7:92:32:E7:60,2016-02-27 07:53:24,2016-02-27 07:53:24,6,54,OPN,,,-72,1,0,0.  0.  0.  0,11,xfinitywifi,
02:15:99:A9:A5:B8,2016-02-27 07:53:25,2016-02-27 07:53:33,7,54,WPA2,CCMP,PSK,-72,6,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
EC:1A:59:3B:91:69,2016-02-27 07:53:28,2016-02-27 07:53:28,11,54,WPA2,CCMP TKIP,PSK,-72,1,0,0.  0.  0.  0,17,belkin.166.guests,
5A:23:8C:E4:7D:04,2016-02-27 07:53:28,2016-02-27 07:53:32,11,54,WPA2,CCMP,PSK,-73,2,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
00:71:C2:AA:E5:72,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,OPN,,,-71,5,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:6F:D6:22,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,OPN,,,-72,2,0,0.  0.  0.  0,11,xfinitywifi,
28:92:4A:C5:8D:3C,2016-02-27 07:53:28,2016-02-27 07:53:28,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
00:71:C2:61:EE:2A,2016-02-27 07:53:27,2016-02-27 07:53:33,1,54,OPN,,,-68,3,0,0.  0.  0.  0,11,xfinitywifi,
DC:85:DE:C1:12:15,2016-02-27 07:53:27,2016-02-27 07:53:31,10,54,OPN,,,-67,2,0,0.  0.  0.  0,8,WMc11215,
92:C7:92:1E:D3:30,2016-02-27 07:53:28,2016-02-27 07:53:32,11,54,WPA2,CCMP,PSK,-68,4,0,0.  0.  0.  0,0,,
00:71:C2:AA:E5:70,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,WPA2 WPA,CCMP TKIP,PSK,-70,4,0,0.  0.  0.  0,7,hoey2.4,
94:57:A5:C6:0A:4C,2016-02-27 07:53:28,2016-02-27 07:53:28,11,54,WPA2,CCMP,PSK,-67,2,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
06:A1:51:23:5B:B4,2016-02-27 07:53:25,2016-02-27 07:53:33,1,54,WPA2,CCMP,PSK,-66,3,0,0.  0.  0.  0,13,Trilogy-Guest,
E2:3E:FC:9F:45:10,2016-02-27 07:53:29,2016-02-27 07:53:33,1,54,WPA2,CCMP,PSK,-66,2,0,0.  0.  0.  0,0,,
00:71:C2:61:EE:28,2016-02-27 07:53:29,2016-02-27 07:53:29,1,54,WPA2 WPA,CCMP TKIP,PSK,-66,1,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
40:4A:03:DE:C0:D3,2016-02-27 07:53:26,2016-02-27 07:53:30,3,54,WPA2 WPA,CCMP TKIP,PSK,-63,6,0,0.  0.  0.  0,8,KitKatKo,
E8:3E:FC:9F:45:10,2016-02-27 07:53:25,2016-02-27 07:53:33,1,54,WPA2,CCMP TKIP,PSK,-61,4,0,0.  0.  0.  0,6,Fovich,
AA:66:7F:C5:EC:B0,2016-02-27 07:53:25,2016-02-27 07:53:33,1,54,WPA2,CCMP,PSK,-63,4,1,0.  0.  0.  0,11,Adam.Tucker,
90:EF:68:05:51:D9,2016-02-27 07:53:25,2016-02-27 07:53:33,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,4,2,0.  0.  0.  0,11,FeedTheMoon,
CE:35:40:48:10:F3,2016-02-27 07:53:28,2016-02-27 07:53:32,11,54,OPN,,,-56,3,0,0.  0.  0.  0,11,xfinitywifi,
62:E3:27:69:E5:60,2016-02-27 07:53:24,2016-02-27 07:53:32,6,54,WPA2,CCMP,PSK,-61,7,0,0.  0.  0.  0,14,imronburgandy?,
20:4E:7F:A0:B3:82,2016-02-27 07:53:25,2016-02-27 07:53:25,7,54,WEP,WEP,,-60,2,0,0.  0.  0.  0,13,WHAT UP WAZZU,
