BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
84:C9:B2:54:C6:F5,2016-02-27 07:52:27,2016-02-27 07:52:30,5,54,WPA,CCMP TKIP,PSK,-70,2,0,0.  0.  0.  0,15,Wee Ones Parade,
AA:66:7F:C5:EC:B0,2016-02-27 07:52:27,2016-02-27 07:52:33,1,54,WPA2,CCMP,PSK,-63,2,4,0.  0.  0.  0,11,Adam.Tucker,
04:A1:51:23:5B:B3,2016-02-27 07:52:29,2016-02-27 07:52:29,1,54,WPA2,CCMP,PSK,-64,1,0,0.  0.  0.  0,19,TrilogyChiropractic,
00:71:C2:61:EE:2A,2016-02-27 07:52:29,2016-02-27 07:52:33,1,54,OPN,,,-66,2,0,0.  0.  0.  0,11,xfinitywifi,
E2:3E:FC:9F:45:10,2016-02-27 07:52:25,2016-02-27 07:52:31,1,54,WPA2,CCMP,PSK,-64,3,0,0.  0.  0.  0,0,,
CE:35:40:48:10:F2,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,WPA2,CCMP,PSK,-56,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
F2:ED:A5:62:46:40,2016-02-27 07:52:24,2016-02-27 07:52:24,11,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,0,,
62:E3:27:69:E5:60,2016-02-27 07:52:24,2016-02-27 07:52:32,6,54,WPA2,CCMP,PSK,-62,6,0,0.  0.  0.  0,14,imronburgandy?,
90:EF:68:05:51:D9,2016-02-27 07:52:25,2016-02-27 07:52:33,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,2,3,0.  0.  0.  0,11,FeedTheMoon,
28:92:4A:C5:8D:3C,2016-02-27 07:52:28,2016-02-27 07:52:32,11,54,WPA2,CCMP,PSK,-64,3,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
E8:3E:FC:9F:45:10,2016-02-27 07:52:25,2016-02-27 07:52:33,1,54,WPA2,CCMP TKIP,PSK,-63,5,0,0.  0.  0.  0,6,Fovich,
9E:34:26:25:AC:C6,2016-02-27 07:52:29,2016-02-27 07:52:29,1,54,WPA2 WPA,CCMP TKIP,PSK,-60,1,0,0.  0.  0.  0,0,,
20:4E:7F:A0:B3:82,2016-02-27 07:52:25,2016-02-27 07:52:33,7,54,WEP,WEP,,-59,2,0,0.  0.  0.  0,13,WHAT UP WAZZU,
FA:8F:CA:69:3B:B1,2016-02-27 07:52:28,2016-02-27 07:52:28,11,54,OPN,,,-56,1,0,0.  0.  0.  0,0,,
A2:E4:CB:56:21:6C,2016-02-27 07:52:27,2016-02-27 07:52:33,9,54,WPA2,CCMP TKIP,PSK,-57,2,1,0.  0.  0.  0,13,TiggleBitties,
FA:8F:CA:61:6E:4B,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,OPN,,,-53,6,0,0.  0.  0.  0,0,,
A0:A3:E2:21:6C:85,2016-02-27 07:52:25,2016-02-27 07:52:29,1,54,WPA2 WPA,CCMP TKIP,PSK,-52,1,2,0.  0.  0.  0,7,CarBear,
8E:04:FF:ED:A9:41,2016-02-27 07:52:25,2016-02-27 07:52:33,1,54,OPN,,,-46,5,0,0.  0.  0.  0,11,xfinitywifi,
12:86:8C:44:07:8E,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,4,0,0.  0.  0.  0,0,,
CC:35:40:48:10:F1,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,6,0,0.  0.  0.  0,10,VZ-Seattle,
CE:35:40:48:10:F3,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,OPN,,,-54,3,0,0.  0.  0.  0,11,xfinitywifi,
22:86:8C:44:07:8E,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,OPN,,,-46,3,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,4,0,0.  0.  0.  0,15,CenturyLink5546,
6C:B0:CE:76:24:9C,2016-02-27 07:52:24,2016-02-27 07:52:32,6,54,WPA2,CCMP,PSK,-46,5,0,0.  0.  0.  0,9,NETGEAR30,
8E:04:FF:ED:A9:40,2016-02-27 07:52:25,2016-02-27 07:52:33,1,54,WPA2,CCMP,PSK,-46,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
10:86:8C:44:07:8E,2016-02-27 07:52:28,2016-02-27 07:52:28,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,5,Roxie,
8C:04:FF:ED:A9:4F,2016-02-27 07:52:29,2016-02-27 07:52:29,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,9,HOME-A94F,
C0:3F:0E:25:1C:3A,2016-02-27 07:52:24,2016-02-27 07:52:31,1,54,WPA2 WPA,CCMP TKIP,PSK,-45,5,0,0.  0.  0.  0,8,TheLofts,
14:CC:20:C7:CE:FE,2016-02-27 07:52:24,2016-02-27 07:52:32,5,54,WPA2 WPA,CCMP,PSK,-43,7,3,0.  0.  0.  0,9,Devil Dog,
40:8B:07:23:86:B5,2016-02-27 07:52:24,2016-02-27 07:52:32,6,54,WPA2,CCMP TKIP,PSK,-40,5,0,0.  0.  0.  0,4,SPQR,
D0:BF:9C:51:8E:3E,2016-02-27 07:52:26,2016-02-27 07:52:33,8,54,WPA2,CCMP,PSK,-30,7,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
C0:3F:0E:09:75:A4,2016-02-27 07:52:24,2016-02-27 07:52:32,11,54,WPA2 WPA,CCMP TKIP,PSK,-35,4,0,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:09,2016-02-27 07:52:24,2016-02-27 07:52:33,8,54,WPA2 WPA,CCMP TKIP,PSK,-11,6,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:08,2016-02-27 07:52:24,2016-02-27 07:52:33,8,54,WPA2,CCMP,PSK,-13,7,0,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:0A,2016-02-27 07:52:24,2016-02-27 07:52:33,8,54,OPN,,,-11,6,0,0.  0.  0.  0,11,xfinitywifi,
DC:85:DE:C1:12:15,2016-02-27 07:52:31,2016-02-27 07:52:31,10,54,OPN,,,-68,1,0,0.  0.  0.  0,8,WMc11215,
9C:D3:6D:99:14:0B,2016-02-27 07:52:32,2016-02-27 07:52:32,11,54,WPA2,CCMP,PSK,-74,1,0,0.  0.  0.  0,17,"""April Lane's 2.4 """,
F8:ED:A5:62:46:40,2016-02-27 07:52:32,2016-02-27 07:52:32,11,54,WPA2,CCMP TKIP,PSK,-60,1,0,0.  0.  0.  0,9,HOME-4642,
6C:B0:CE:B9:17:95,2016-02-27 07:52:32,2016-02-27 07:52:32,11,54,WPA2,CCMP,PSK,-60,0,0,0.  0.  0.  0,9,NETGEAR09,
00:71:C2:6F:D6:20,2016-02-27 07:52:32,2016-02-27 07:52:32,6,54,WPA2 WPA,CCMP TKIP,PSK,-78,1,0,0.  0.  0.  0,13,HOME-308A-2.4,
92:C7:92:32:E7:60,2016-02-27 07:52:32,2016-02-27 07:52:32,6,54,WPA2,CCMP,PSK,-74,1,0,0.  0.  0.  0,0,,
06:A1:51:23:5B:B4,2016-02-27 07:52:33,2016-02-27 07:52:33,1,54,WPA2,CCMP,PSK,-63,0,0,0.  0.  0.  0,13,Trilogy-Guest,
00:71:C2:61:EE:29,2016-02-27 07:52:33,2016-02-27 07:52:33,1,54,WPA2 WPA,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,0,,
9C:34:26:25:AC:C6,2016-02-27 07:52:33,2016-02-27 07:52:33,1,54,WPA2 WPA,CCMP TKIP,PSK,-60,1,0,0.  0.  0.  0,8,Buddy206,
6C:70:9F:DC:B1:A2,2016-02-27 06:20:17,2016-02-27 06:20:17,6,54,WPA2,CCMP,PSK,-78,1,0,0.  0.  0.  0,22,_If Wishes Were Fishes,
08:62:66:40:16:A0,2016-02-27 06:20:13,2016-02-27 06:20:19,6,54,WPA2,CCMP,PSK,-74,2,0,0.  0.  0.  0,7,KLSulli,
C4:04:15:1F:25:82,2016-02-27 06:20:13,2016-02-27 06:20:13,3,54,WPA2,CCMP,PSK,-74,1,0,0.  0.  0.  0,12,PounceBounce,
00:71:C2:6F:D6:22,2016-02-27 06:20:13,2016-02-27 06:20:17,6,54,OPN,,,-72,3,0,0.  0.  0.  0,11,xfinitywifi,
90:C7:92:32:E7:60,2016-02-27 06:20:17,2016-02-27 06:20:17,6,54,WPA2,CCMP TKIP,PSK,-72,1,0,0.  0.  0.  0,9,HOME-E762,
C0:4A:00:77:F3:14,2016-02-27 06:20:13,2016-02-27 06:20:17,6,54,WPA2 WPA,CCMP,PSK,-70,2,0,0.  0.  0.  0,8,equinoks,
94:57:A5:C6:0A:4C,2016-02-27 06:20:16,2016-02-27 06:20:16,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
46:32:C8:D0:73:11,2016-02-27 06:20:16,2016-02-27 06:20:16,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
28:92:4A:C5:8D:3C,2016-02-27 06:20:16,2016-02-27 06:20:16,11,54,WPA2,CCMP,PSK,-69,2,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
00:71:C2:61:EE:29,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,WPA2 WPA,CCMP TKIP,PSK,-68,6,0,0.  0.  0.  0,0,,
00:71:C2:AA:E5:71,2016-02-27 06:20:13,2016-02-27 06:20:21,6,54,WPA2 WPA,CCMP TKIP,PSK,-68,5,0,0.  0.  0.  0,0,,
00:71:C2:AA:E5:72,2016-02-27 06:20:13,2016-02-27 06:20:17,6,54,OPN,,,-68,1,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:32:E7:60,2016-02-27 06:20:13,2016-02-27 06:20:21,6,54,OPN,,,-68,4,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:61:EE:2A,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,OPN,,,-68,5,0,0.  0.  0.  0,11,xfinitywifi,
92:C7:92:1E:D3:30,2016-02-27 06:20:16,2016-02-27 06:20:16,11,54,WPA2,CCMP,PSK,-68,1,0,0.  0.  0.  0,0,,
00:71:C2:61:EE:28,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,WPA2 WPA,CCMP TKIP,PSK,-67,5,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
E6:3E:FC:9F:45:10,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,OPN,,,-63,3,0,0.  0.  0.  0,11,xfinitywifi,
44:32:C8:D0:73:10,2016-02-27 06:20:16,2016-02-27 06:20:16,11,54,WPA2 WPA,CCMP TKIP,PSK,-64,2,0,0.  0.  0.  0,9,HOME-7310,
02:15:99:A9:A5:B8,2016-02-27 06:20:13,2016-02-27 06:20:22,7,54,WPA2,CCMP,PSK,-61,2,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
AE:34:26:25:AC:C6,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,OPN,,,-60,6,0,0.  0.  0.  0,11,xfinitywifi,
9C:34:26:25:AC:C6,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,6,0,0.  0.  0.  0,8,Buddy206,
40:4A:03:DE:C0:D3,2016-02-27 06:20:15,2016-02-27 06:20:19,3,54,WPA2 WPA,CCMP TKIP,PSK,-61,3,0,0.  0.  0.  0,8,KitKatKo,
E2:3E:FC:9F:45:10,2016-02-27 06:20:13,2016-02-27 06:20:13,1,54,WPA2,CCMP,PSK,-60,1,0,0.  0.  0.  0,0,,
90:EF:68:05:51:D9,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,4,11,0.  0.  0.  0,11,FeedTheMoon,
62:E3:27:69:E5:60,2016-02-27 06:20:13,2016-02-27 06:20:21,6,54,WPA2,CCMP,PSK,-60,5,0,0.  0.  0.  0,14,imronburgandy?,
E8:3E:FC:9F:45:10,2016-02-27 06:20:13,2016-02-27 06:20:13,1,54,WPA2,CCMP TKIP,PSK,-58,1,0,0.  0.  0.  0,6,Fovich,
9E:34:26:25:AC:C6,2016-02-27 06:20:13,2016-02-27 06:20:13,1,54,WPA2 WPA,CCMP TKIP,PSK,-56,1,0,0.  0.  0.  0,0,,
A0:A3:E2:21:6C:85,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,WPA2 WPA,CCMP TKIP,PSK,-57,3,22,0.  0.  0.  0,7,CarBear,
FA:8F:CA:69:3B:B1,2016-02-27 06:20:16,2016-02-27 06:20:20,11,54,OPN,,,-55,2,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 06:20:16,2016-02-27 06:20:22,11,54,OPN,,,-50,5,0,0.  0.  0.  0,11,xfinitywifi,
8C:04:FF:ED:A9:4F,2016-02-27 06:20:13,2016-02-27 06:20:22,1,54,WPA2 WPA,CCMP TKIP,PSK,-50,5,0,0.  0.  0.  0,9,HOME-A94F,
AA:66:7F:C5:EC:B0,2016-02-27 06:20:13,2016-02-27 06:20:21,1,54,WPA2,CCMP,PSK,-52,2,14,0.  0.  0.  0,11,Adam.Tucker,
20:4E:7F:A0:B3:82,2016-02-27 06:20:14,2016-02-27 06:20:18,2,54,WEP,WEP,,-52,4,0,0.  0.  0.  0,13,WHAT UP WAZZU,
CE:35:40:48:10:F3,2016-02-27 06:20:15,2016-02-27 06:20:20,11,54,OPN,,,-48,4,0,0.  0.  0.  0,11,xfinitywifi,
6C:B0:CE:76:24:9C,2016-02-27 06:20:13,2016-02-27 06:20:21,6,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,9,NETGEAR30,
C0:3F:0E:25:1C:3A,2016-02-27 06:20:13,2016-02-27 06:20:21,11,54,WPA2 WPA,CCMP TKIP,PSK,-47,5,0,0.  0.  0.  0,8,TheLofts,
CE:35:40:48:10:F2,2016-02-27 06:20:16,2016-02-27 06:20:20,11,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
12:86:8C:44:07:8E,2016-02-27 06:20:16,2016-02-27 06:20:16,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,2,0,0.  0.  0.  0,0,,
10:5F:06:72:78:35,2016-02-27 06:20:16,2016-02-27 06:20:20,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,3,0,0.  0.  0.  0,15,CenturyLink5546,
14:CC:20:C7:CE:FE,2016-02-27 06:20:13,2016-02-27 06:20:22,5,54,WPA2 WPA,CCMP,PSK,-43,6,0,0.  0.  0.  0,9,Devil Dog,
40:8B:07:23:86:B5,2016-02-27 06:20:13,2016-02-27 06:20:21,6,54,WPA2,CCMP TKIP,PSK,-30,3,4,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 06:20:13,2016-02-27 06:20:20,11,54,WPA2 WPA,CCMP TKIP,PSK,-26,2,80,0.  0.  0.  0,4,64oz,
D0:BF:9C:51:8E:3E,2016-02-27 06:20:13,2016-02-27 06:20:22,8,54,WPA2,CCMP,PSK,-30,7,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
74:85:2A:97:5B:09,2016-02-27 06:20:14,2016-02-27 06:20:22,8,54,WPA2 WPA,CCMP TKIP,PSK,-12,9,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:0A,2016-02-27 06:20:13,2016-02-27 06:20:22,8,54,OPN,,,-13,12,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 06:20:13,2016-02-27 06:20:22,8,54,WPA2,CCMP,PSK,-11,12,0,0.  0.  0.  0,6,Walrus,
00:25:00:FF:94:73,2016-02-27 06:20:13,2016-02-27 06:20:21,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
8E:04:FF:ED:A9:41,2016-02-27 06:20:13,2016-02-27 06:20:13,1,-1,OPN,,,-1,0,1,10.230. 69.128,0,,
CC:35:40:48:10:F1,2016-02-27 06:20:19,2016-02-27 06:20:20,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,3,0,0.  0.  0.  0,10,VZ-Seattle,
F2:ED:A5:62:46:40,2016-02-27 06:20:19,2016-02-27 06:20:20,11,54,WPA2,CCMP,PSK,-63,2,0,0.  0.  0.  0,0,,
92:C7:92:32:E7:60,2016-02-27 06:20:19,2016-02-27 06:20:19,6,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,0,,
00:71:C2:AA:E5:70,2016-02-27 06:20:19,2016-02-27 06:20:21,6,54,WPA2 WPA,CCMP TKIP,PSK,-70,2,0,0.  0.  0.  0,7,hoey2.4,
96:C7:92:1E:D3:30,2016-02-27 06:20:20,2016-02-27 06:20:20,11,54,OPN,,,-67,2,0,0.  0.  0.  0,11,xfinitywifi,
58:23:8C:E4:7D:03,2016-02-27 06:20:20,2016-02-27 06:20:20,11,-1,WPA,,,-74,0,1,0.  0.  0.  0,0,,
F8:ED:A5:62:46:40,2016-02-27 06:20:20,2016-02-27 06:20:20,11,54,WPA2,CCMP TKIP,PSK,-62,1,0,0.  0.  0.  0,9,HOME-4642,
10:86:8C:44:07:8E,2016-02-27 06:20:20,2016-02-27 06:20:20,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,1,0,0.  0.  0.  0,5,Roxie,
22:AA:4B:94:44:AA,2016-02-27 07:52:39,2016-02-27 07:52:48,7,54,OPN,,,-76,4,0,0.  0.  0.  0,12,Eltana-guest,
54:BE:F7:DC:37:79,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,2,0,0.  0.  0.  0,0,,
90:C7:92:32:E7:60,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2,CCMP TKIP,PSK,-73,2,16,0.  0.  0.  0,9,HOME-E762,
84:C9:B2:54:C6:F5,2016-02-27 07:52:39,2016-02-27 07:52:47,5,54,WPA,CCMP TKIP,PSK,-74,2,0,0.  0.  0.  0,15,Wee Ones Parade,
00:71:C2:6F:D6:20,2016-02-27 07:52:39,2016-02-27 07:52:39,6,54,WPA2 WPA,CCMP TKIP,PSK,-74,1,0,0.  0.  0.  0,13,HOME-308A-2.4,
00:71:C2:6F:D6:22,2016-02-27 07:52:39,2016-02-27 07:52:39,6,54,OPN,,,-74,1,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:32:E7:60,2016-02-27 07:52:42,2016-02-27 07:52:47,6,54,OPN,,,-73,2,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:AA:E5:71,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2 WPA,CCMP TKIP,PSK,-72,3,0,0.  0.  0.  0,0,,
92:C7:92:32:E7:60,2016-02-27 07:52:42,2016-02-27 07:52:47,6,54,WPA2,CCMP,PSK,-72,2,0,0.  0.  0.  0,0,,
44:32:C8:D0:73:10,2016-02-27 07:52:43,2016-02-27 07:52:43,11,54,WPA2 WPA,CCMP TKIP,PSK,-72,2,0,0.  0.  0.  0,9,HOME-7310,
54:BE:F7:DC:37:78,2016-02-27 07:52:43,2016-02-27 07:52:43,6,54,WPA2 WPA,CCMP TKIP,PSK,-72,1,0,0.  0.  0.  0,13,HOME-F4A1-2.4,
EC:1A:59:3B:91:69,2016-02-27 07:52:39,2016-02-27 07:52:43,11,54,WPA2,CCMP TKIP,PSK,-71,2,0,0.  0.  0.  0,17,belkin.166.guests,
5A:23:8C:E4:7D:04,2016-02-27 07:52:39,2016-02-27 07:52:43,11,54,WPA2,CCMP,PSK,-71,2,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
46:32:C8:D0:73:11,2016-02-27 07:52:39,2016-02-27 07:52:43,11,54,WPA2,CCMP,PSK,-70,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
9C:D3:6D:99:14:0B,2016-02-27 07:52:39,2016-02-27 07:52:39,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,17,"""April Lane's 2.4 """,
96:C7:92:1E:D3:30,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,OPN,,,-67,3,0,0.  0.  0.  0,11,xfinitywifi,
00:71:C2:AA:E5:72,2016-02-27 07:52:42,2016-02-27 07:52:47,6,54,OPN,,,-68,3,0,0.  0.  0.  0,11,xfinitywifi,
94:44:52:F7:42:E7,2016-02-27 07:52:43,2016-02-27 07:52:43,6,54,WPA2 WPA,CCMP,PSK,-70,0,0,0.  0.  0.  0,3,KCD,
28:92:4A:C5:8D:3C,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2,CCMP,PSK,-69,3,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
90:C7:92:1E:D3:30,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2,CCMP,PSK,-69,2,0,0.  0.  0.  0,12,NormanTheCat,
00:71:C2:AA:E5:70,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2 WPA,CCMP TKIP,PSK,-68,3,0,0.  0.  0.  0,7,hoey2.4,
00:71:C2:61:EE:2A,2016-02-27 07:52:40,2016-02-27 07:52:40,1,54,OPN,,,-68,1,0,0.  0.  0.  0,11,xfinitywifi,
FC:15:B4:A8:CA:35,2016-02-27 07:52:40,2016-02-27 07:52:47,6,54,WPA2,CCMP,PSK,-72,2,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
DC:85:DE:C1:12:15,2016-02-27 07:52:39,2016-02-27 07:52:46,10,54,OPN,,,-66,3,0,0.  0.  0.  0,8,WMc11215,
04:A1:51:23:5B:B3,2016-02-27 07:52:40,2016-02-27 07:52:48,1,54,WPA2,CCMP,PSK,-65,3,0,0.  0.  0.  0,19,TrilogyChiropractic,
40:4A:03:DE:C0:D3,2016-02-27 07:52:41,2016-02-27 07:52:45,3,54,WPA2 WPA,CCMP TKIP,PSK,-64,4,1,0.  0.  0.  0,8,KitKatKo,
AA:66:7F:C5:EC:B0,2016-02-27 07:52:42,2016-02-27 07:52:48,1,-1,WPA,,,-66,0,74,0.  0.  0.  0,0,,
02:15:99:A9:A5:B8,2016-02-27 07:52:40,2016-02-27 07:52:44,7,54,WPA2,CCMP,PSK,-64,3,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
20:4E:7F:A0:B3:82,2016-02-27 07:52:44,2016-02-27 07:52:44,7,54,WEP,WEP,,-64,1,0,0.  0.  0.  0,13,WHAT UP WAZZU,
9E:34:26:25:AC:C6,2016-02-27 07:52:42,2016-02-27 07:52:44,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,2,0,0.  0.  0.  0,0,,
E8:3E:FC:9F:45:10,2016-02-27 07:52:40,2016-02-27 07:52:48,1,54,WPA2,CCMP TKIP,PSK,-62,3,0,0.  0.  0.  0,6,Fovich,
90:EF:68:05:51:D9,2016-02-27 07:52:40,2016-02-27 07:52:44,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,2,0,0.  0.  0.  0,11,FeedTheMoon,
62:E3:27:69:E5:60,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2,CCMP,PSK,-62,5,0,0.  0.  0.  0,14,imronburgandy?,
F8:ED:A5:62:46:40,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2,CCMP TKIP,PSK,-60,3,0,0.  0.  0.  0,9,HOME-4642,
FA:8F:CA:69:3B:B1,2016-02-27 07:52:43,2016-02-27 07:52:46,11,54,OPN,,,-58,2,0,0.  0.  0.  0,0,,
CE:35:40:48:10:F2,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2,CCMP,PSK,-64,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
12:86:8C:44:07:8E,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2 WPA,CCMP TKIP,PSK,-54,4,0,0.  0.  0.  0,0,,
A0:A3:E2:21:6C:85,2016-02-27 07:52:45,2016-02-27 07:52:45,2,-1,,,,-56,0,0,0.  0.  0.  0,0,,
FA:8F:CA:61:6E:4B,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,OPN,,,-53,6,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 07:52:39,2016-02-27 07:52:39,11,54,OPN,,,-51,3,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,6,0,0.  0.  0.  0,15,CenturyLink5546,
CC:35:40:48:10:F1,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2 WPA,CCMP TKIP,PSK,-47,3,0,0.  0.  0.  0,10,VZ-Seattle,
6C:B0:CE:76:24:9C,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2,CCMP,PSK,-47,4,0,0.  0.  0.  0,9,NETGEAR30,
8E:04:FF:ED:A9:40,2016-02-27 07:52:40,2016-02-27 07:52:40,1,54,WPA2,CCMP,PSK,-47,2,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
8E:04:FF:ED:A9:41,2016-02-27 07:52:40,2016-02-27 07:52:44,1,54,OPN,,,-47,4,0,0.  0.  0.  0,11,xfinitywifi,
C0:3F:0E:25:1C:3A,2016-02-27 07:52:39,2016-02-27 07:52:48,1,54,WPA2 WPA,CCMP TKIP,PSK,-45,8,0,0.  0.  0.  0,8,TheLofts,
14:CC:20:C7:CE:FE,2016-02-27 07:52:39,2016-02-27 07:52:47,5,54,WPA2 WPA,CCMP,PSK,-42,5,0,0.  0.  0.  0,9,Devil Dog,
40:8B:07:23:86:B5,2016-02-27 07:52:39,2016-02-27 07:52:47,6,54,WPA2,CCMP TKIP,PSK,-33,2,0,0.  0.  0.  0,4,SPQR,
D0:BF:9C:51:8E:3E,2016-02-27 07:52:41,2016-02-27 07:52:46,8,54,WPA2,CCMP,PSK,-30,7,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
C0:3F:0E:09:75:A4,2016-02-27 07:52:39,2016-02-27 07:52:47,11,54,WPA2 WPA,CCMP TKIP,PSK,-23,6,0,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:08,2016-02-27 07:52:39,2016-02-27 07:52:47,8,54,WPA2,CCMP,PSK,-12,9,1,0.  0.  0.  0,6,Walrus,
74:85:2A:97:5B:09,2016-02-27 07:52:41,2016-02-27 07:52:45,8,54,WPA2 WPA,CCMP TKIP,PSK,-14,6,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:0A,2016-02-27 07:52:39,2016-02-27 07:52:46,8,54,OPN,,,-11,6,0,0.  0.  0.  0,11,xfinitywifi,
94:57:A5:C6:0A:4C,2016-02-27 07:52:47,2016-02-27 07:52:47,11,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
CE:35:40:48:10:F3,2016-02-27 07:52:47,2016-02-27 07:52:47,11,54,OPN,,,-46,2,0,0.  0.  0.  0,11,xfinitywifi,
